sessionId,startTs,endTs,durationMs,toolCounts,editAttempts,editFirstTryFailures,editFirstTryFailureRate,maxGrepLoopDepth,intentBucket,intentConfidence,userPromptCount,filesTouched,inputTokens,outputTokens,cacheCreationTokens,cacheReadTokens
07c0342a-de23-4599-9501-440d58a83174,2026-04-20T23:37:26.116Z,2026-04-21T02:27:40.982Z,10214866,"{""Glob"":2,""Read"":58,""Grep"":46,""Edit"":43,""Bash"":27,""ToolSearch"":1,""WebSearch"":4,""WebFetch"":4,""Write"":2}",43,0,0.0000,6,bug-fix,0.0833,8,C:\Web App\Agent IDE\src\renderer\components\Layout\ChatOnlyShell\ChatOnlyTitleBar.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\ChatOnlyShell\ChatOnlyShell.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\TitleBar.tsx|C:\Web App\Agent IDE\src\renderer\hooks\useTheme.tokens.ts|C:\Web App\Agent IDE\src\renderer\styles\globals.css|C:\Web App\Agent IDE\src\main\windowManagerChatWindow.ts|C:\Web App\Agent IDE\src\main\windowManager.ts|C:\Web App\Agent IDE\src\renderer\components\Layout\ChatOnlyShell\ChatHistorySidebar.tsx|C:\Web App\Agent IDE\src\main\fdPressureDiagnostics.ts|C:\Web App\Agent IDE\src\renderer\themes\glass.ts|C:\Web App\Agent IDE\src\renderer\hooks\useTheme.ts|C:\Web App\Agent IDE\src\renderer\styles\tokens.css|C:\Web App\Agent IDE\src\renderer\components\Layout\AppLayout.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\ChatOnlyShell\ChatOnlyShell.polish.integration.test.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\ChatOnlyShell\ChatOnlyTitleBar.test.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\ChatOnlyShell\ChatOnlyStatusBar.tsx|C:\Web App\Agent IDE\src\main\claudeUsagePoller.ts|C:\Web App\Agent IDE\src\renderer\components\Layout\ChatOnlyShell\ChatOnlySettingsOverlay.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\ChatOnlyShell\ChatHistoryRow.tsx|C:\Web App\Agent IDE\src\renderer\hooks\appEventNames.ts|C:\Web App\Agent IDE\src\renderer\hooks\useAppKeyboardShortcuts.ts|C:\Web App\Agent IDE\src\renderer\components\Settings\SettingsModal.tsx|C:\Web App\Agent IDE\src\renderer\components\Settings\SettingsModalParts.tsx|C:\Web App\Agent IDE\src\renderer\components\Settings\SettingsModalFrame.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\ChatOnlyShell\ChatOnlyShellWrapper.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\ChatOnlyShell\KeyboardShortcutCheatSheet.tsx|C:\Web App\Agent IDE\src\renderer\components\Settings\SettingsTabContent.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\ChatOnlyShell\ChatHistoryList.tsx|C:\Web App\Agent IDE\src\renderer\components\Terminal\ClaudeModelMenu.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\ChatControlsBarSupport.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\ChatControlsBar.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\ChatControlsBarSupport.test.ts|C:\Web App\Agent IDE\src\renderer\components\Terminal\NewTerminalMenu.hooks.ts|C:\Web App\Agent IDE\src\renderer\components\Layout\ChatOnlyShell\ChatHistoryRow.test.tsx|C:\Web App\Agent IDE\src\main\loggerQueue.ts|C:\Web App\Agent IDE\src\main\jankDetector.ts|C:\Web App\Agent IDE\src\main\backgroundJobs\jobRunner.ts|C:\Web App\Agent IDE\src\main\pty.ts|C:\Web App\Agent IDE\src\main\ptyAgent.ts|C:\Web App\Agent IDE\src\main\ptyHost\ptyHostMain.ts|C:\Web App\Agent IDE\src\main\session\sessionSpawnAdapter.ts|C:\Web App\Agent IDE\src\main\ptyDisposables.ts|C:\Web App\Agent IDE\src\main\ptyDisposables.test.ts,7419,263186,3876910,67004912
08882dee-34a9-4eff-ad46-c4fbb2d4a068,2026-04-06T03:10:55.822Z,2026-04-06T03:11:31.386Z,35564,"{""Read"":3}",0,0,0.0000,0,meta-ux,0.1111,1,C:\Web App\Agent IDE\src\main\codebaseGraph\passes\passTypes.ts|C:\Web App\Agent IDE\src\main\codebaseGraph\passes\enrichmentPass.ts|C:\Web App\Agent IDE\src\main\codebaseGraph\passes\gitCoChangePass.ts,13,1355,83217,88374
09d92c85-cc3f-4c0d-ac8c-79559f9a12d9,2026-03-29T23:51:05.694Z,2026-03-29T23:51:16.490Z,10796,{},0,0,0.0000,0,bug-fix,0.0833,1,,18,932,50890,91310
0acf3e60-b569-408f-a51f-c7cd9dbe5cc4,2026-04-25T20:16:46.494Z,2026-04-26T00:53:11.624Z,16585130,"{""Bash"":72,""Agent"":20,""Read"":13,""Edit"":15}",15,0,0.0000,0,bug-fix,0.0833,12,C:\Web App\Agent IDE\src\renderer\components\Search\ThreadSearch.parts.tsx|C:\Web App\Agent IDE\src\renderer\components\Settings\SettingsModal.tsx|C:\Web App\Agent IDE\src\renderer\components\Search\ThreadSearch.tsx|C:\Web App\Agent IDE\src\renderer\components\Terminal\useCommandBlocksHandlers.test.ts|C:\Web App\Agent IDE\src\renderer\components\FileTree\TreeItemFile.test.tsx|C:\Web App\Agent IDE\src\renderer\components\FileViewer\MonacoEditor.test.tsx|C:\Web App\Agent IDE\src\renderer\components\FileTree\TreeItemFile.tsx|C:\Web App\Agent IDE\src\renderer\components\FileViewer\MonacoEditor.mount.test.ts|C:\Web App\Agent IDE\src\renderer\components\FileViewer\MonacoEditor.hooks.test.ts|C:\Web App\Agent IDE\src\renderer\components\FileTree\InlineEditInput.tsx,4846,350440,1120727,38794560
0f63c618-8fec-45a0-83ff-e635e02db403,2026-03-29T23:47:11.326Z,2026-03-29T23:47:31.018Z,19692,{},0,0,0.0000,0,bug-fix,0.2500,1,,18,2,29688,111868
0f711eb7-7acc-46b7-8ce5-85e842d74f05,2026-04-06T03:29:39.754Z,2026-04-06T03:30:10.423Z,30669,"{""Read"":3}",0,0,0.0000,0,bug-fix,0.1667,1,C:\Web App\Agent IDE\src\preload\preload.ts|C:\Web App\Agent IDE\src\preload\preloadSupplementalApis.ts|C:\Web App\Agent IDE\src\preload\preloadSupplementalRulesSkills.ts,1125,1292,87509,88882
0f7d11c2-7d5c-4a93-bd9f-a96083be5e74,2026-04-24T16:57:33.283Z,2026-04-24T16:57:38.188Z,4905,{},0,0,0.0000,0,bug-fix,0.2500,1,,6,16,40570,19489
0f9f9e56-cd9d-4075-ad15-fd74396d580a,2026-04-06T03:52:25.507Z,2026-04-06T03:52:56.851Z,31344,"{""Read"":3,""Grep"":1}",0,0,0.0000,1,feature,0.1111,1,C:\Web App\Agent IDE\src\renderer\components\StorePageShell\StorePageShell.tsx|C:\Web App\Agent IDE\src\renderer\components\StorePageShell\storePageShellStyles.ts|C:\Web App\Agent IDE\src\renderer\components\StorePageShell\index.ts,15,1126,79356,155758
0fb83851-08b6-412f-bd79-40ffd8303286,2026-04-21T02:15:19.754Z,2026-04-21T02:15:20.440Z,686,{},0,0,0.0000,0,bug-fix,0.1667,1,,0,0,0,0
0fcfa583-287a-4c03-8303-e88ad04f515e,2026-04-21T02:11:04.070Z,2026-04-21T02:11:04.646Z,576,{},0,0,0.0000,0,feature,0.2222,1,,0,0,0,0
0ffb5213-b84d-4008-be2b-ad2b26137016,2026-04-21T02:16:12.249Z,2026-04-21T02:16:12.938Z,689,{},0,0,0.0000,0,bug-fix,0.1667,1,,0,0,0,0
1099283c-086f-4a4e-996c-7bbb6612094c,2026-03-30T02:11:46.561Z,2026-03-30T02:11:46.765Z,204,{},0,0,0.0000,0,refactor,0.4000,1,,0,0,0,0
10db5c66-7e76-45f2-bdf4-d7913c800679,2026-04-21T05:47:59.679Z,2026-04-21T05:48:05.930Z,6251,{},0,0,0.0000,0,bug-fix,0.0833,1,,20,896,109650,0
10f198e4-99be-4223-ae61-8836b24e0dd7,2026-04-21T02:11:11.320Z,2026-04-21T02:11:12.033Z,713,{},0,0,0.0000,0,bug-fix,0.1667,1,,0,0,0,0
11e27cd6-3b68-47bf-9fc9-60f4856ce931,2026-03-30T03:39:40.000Z,2026-03-30T03:40:10.404Z,30404,{},0,0,0.0000,0,review,0.1000,1,,6,1289,57462,28648
12e46f8c-bceb-40cb-bdfd-50e1827c55b9,2026-04-13T00:43:05.282Z,2026-04-13T02:39:04.036Z,6958754,"{""Read"":11,""Bash"":18,""Edit"":13,""ToolSearch"":1,""Agent"":3}",13,0,0.0000,0,bug-fix,0.4167,11,C:\Web App\Agent IDE\src\renderer\components\FileViewer\FileViewer.tsx|C:\Web App\Agent IDE\src\renderer\components\FileViewer\usePersistedToggle.ts|C:\Web App\Agent IDE\electron.vite.config.ts|C:\Web App\Agent IDE\src\renderer\components\FileViewer\useFileViewerState.ts|C:\Web App\Agent IDE\src\renderer\components\FileViewer\MonacoEditor.tsx|C:\Web App\Agent IDE\src\renderer\components\Layout\TitleBar.navbar.tsx|C:\Web App\Agent IDE\src\renderer\components\AgentChat\useAgentChatWorkspace.ts|C:\Web App\Agent IDE\src\renderer\components\AgentChat\agentChatSelectors.ts|C:\Web App\Agent IDE\src\renderer\hooks\useTheme.ts,273,100252,1006817,18440260
14939954-64ad-483b-a082-8521a3f07231,2026-04-06T03:08:19.064Z,2026-04-06T03:08:34.738Z,15674,"{""Read"":4}",0,0,0.0000,0,meta-ux,0.2222,1,C:\Web App\Agent IDE\src\main\auth\providers\githubAuth.ts|C:\Web App\Agent IDE\src\main\auth\providers\anthropicAuth.ts|C:\Web App\Agent IDE\src\main\auth\providers\openaiAuth.ts|C:\Web App\Agent IDE\src\main\auth\providers\githubPkce.ts,16,895,107201,102561
14eb03c0-fb19-4ddc-be7e-ba597d234e42,2026-04-21T05:32:46.550Z,2026-04-21T05:32:46.550Z,0,{},0,0,0.0000,0,other,0.0000,0,,,,,
150527c0-3f1a-4f77-9061-b640d5d69432,2026-04-21T16:52:49.427Z,2026-04-21T16:53:04.592Z,15165,{},0,0,0.0000,0,review,0.2000,1,,20,1590,110388,0
153a2fac-8aba-4f57-abcb-2bf6b38e3d1b,2026-03-29T23:55:12.772Z,2026-03-29T23:55:26.595Z,13823,{},0,0,0.0000,0,bug-fix,0.0833,1,,18,1346,29826,111944
15a14311-d5f6-4e6c-a34b-d1602adfdf54,2026-04-02T04:33:34.255Z,2026-04-02T04:33:45.577Z,11322,"{""Glob"":1,""Grep"":2,""Read"":1}",0,0,0.0000,2,meta-ux,0.5556,1,C:\Web App\Agent IDE\src\renderer\components\AgentChat\ChatControlsBarSupport.ts,14,506,151290,75252
15aa201b-c72d-4ba3-8a5e-9c465dc5f5a8,2026-04-06T03:15:07.762Z,2026-04-06T03:16:58.133Z,110371,"{""Read"":11,""Write"":1}",0,0,0.0000,0,feature,0.2222,1,C:\Web App\Agent IDE\src\main\contextLayer\contextLayerTypes.ts|C:\Web App\Agent IDE\src\main\contextLayer\contextLayerController.ts|C:\Web App\Agent IDE\src\main\contextLayer\contextInjector.ts|C:\Web App\Agent IDE\src\main\contextLayer\moduleDetector.ts|C:\Web App\Agent IDE\src\main\contextLayer\contextLayerStore.ts|C:\Web App\Agent IDE\src\main\contextLayer\summarizationQueue.ts|C:\Web App\Agent IDE\src\main\contextLayer\contextLayerGC.ts|C:\Web App\Agent IDE\src\main\contextLayer\repoMapGenerator.ts|C:\Web App\Agent IDE\src\main\contextLayer\contextLayerWatcher.ts|C:\Web App\Agent IDE\src\main\contextLayer\moduleSummarizer.ts|C:\Web App\Agent IDE\src\main\contextLayer\CLAUDE.md,1753,5915,186594,648026
15c41268-ec4c-4615-b0cc-b9f4675f5037,2026-04-27T17:33:09.086Z,2026-04-27T19:18:48.949Z,6339863,"{""Skill"":2,""Glob"":7,""Read"":13,""Bash"":57,""Write"":4,""Edit"":12,""Agent"":3,""ToolSearch"":1,""WebFetch"":3,""Grep"":2}",12,0,0.0000,2,bug-fix,0.5833,21,C:\Users\coles\.claude\hooks\agent_catalog_enforce.ps1|C:\Users\coles\.claude\hooks\agent_catalog_enforce.mjs|C:\Users\coles\.claude\projects\C--Web-App-Agent-IDE\fc592c82-6a6e-4519-8d83-ec147cf6e02e\subagents\agent-adac2d735a4025bfc.meta.json|C:\Users\coles\.claude\projects\C--Web-App-Agent-IDE\fc592c82-6a6e-4519-8d83-ec147cf6e02e\subagents\agent-a0f6e8572876372ee.meta.json|C:\Web App\Agent IDE\tmp_subagent_analysis.py|C:\Users\coles\.claude\agents\sonnet-implementer.md|C:\Users\coles\.claude\agents\sonnet-explorer.md|C:\Users\coles\.claude\agents\haiku-implementer.md|C:\Users\coles\.claude\agents\sonnet-diagnostician.md|C:\Web App\Agent IDE\tmp_parent_child_lifecycle.py|C:\Users\coles\.claude\rules\agent-catalog.md|C:\Users\coles\.claude\settings.json|C:\Web App\Agent IDE\tmp_monitor.py|C:\Web App\Agent IDE\roadmap\roadmap.md|C:\Web App\Agent IDE\roadmap\wave-59-plan.md|C:\Web App\Agent IDE\ai\deferred.md|C:\Web App\Agent IDE\issues\async-subagent-eviction-live-ab.md,60829,499979,5785287,49203224
